,user id,age,gender,occupation,user id,movie id,rating,release year
688,689,25,M,other,689,273,3,1995
689,690,35,M,salesman,690,402,3,1990
690,691,34,M,educator,691,56,4,1994
691,692,34,M,engineer,692,56,3,1994
692,693,43,F,healthcare,693,1090,4,1993
693,694,60,M,programmer,694,1020,4,1944
694,695,26,M,writer,695,343,4,1997
695,696,55,M,other,696,307,5,1997
696,697,25,M,other,697,237,5,1996
697,698,28,F,programmer,698,498,4,1951
698,699,44,M,other,699,300,3,1997
699,700,17,M,student,700,144,4,1988
700,701,51,F,librarian,701,50,5,1977
701,702,37,M,other,702,307,2,1997
702,703,26,M,educator,703,147,3,1996
703,704,51,F,librarian,704,429,4,1951
704,705,21,F,student,705,255,5,1997
705,706,23,M,student,706,1,4,1995
706,707,56,F,librarian,707,420,3,1951
707,708,26,F,homemaker,708,1049,2,1996
708,709,21,M,other,709,5,4,1995
709,710,19,M,student,710,357,4,1975
710,711,22,F,student,711,219,2,1984
711,712,22,F,student,712,95,4,1992
712,713,42,F,other,713,286,3,1996
713,714,26,M,engineer,714,257,3,1997
714,715,21,M,technician,715,53,1,1994
715,716,36,F,administrator,716,108,2,1996
716,717,24,M,technician,717,271,2,1997
717,718,42,M,technician,718,284,4,1996
718,719,37,F,other,719,254,1,1997
719,720,49,F,administrator,720,310,4,1997
720,721,24,F,entertainment,721,284,4,1996
721,722,50,F,homemaker,722,117,4,1996
722,723,26,M,executive,723,137,3,1996
723,724,31,M,executive,724,264,3,1997
724,725,21,M,student,725,321,2,1996
725,726,25,F,administrator,726,249,1,1997
726,727,25,M,student,727,820,2,1996
727,728,58,M,executive,728,508,4,1996
728,729,19,M,student,729,310,3,1997
729,730,31,F,scientist,730,117,3,1996
730,731,41,F,educator,731,655,5,1986
731,732,28,F,other,732,243,5,1997
732,733,44,F,other,733,273,4,1995
733,734,25,F,other,734,164,3,1989
734,735,29,F,healthcare,735,1,4,1995
735,736,48,F,writer,736,323,1,1997
736,737,30,M,programmer,737,64,4,1994
737,738,35,M,technician,738,231,3,1992
738,739,35,M,technician,739,97,5,1990
739,740,25,F,educator,740,1038,4,1997
740,741,25,M,writer,741,1016,3,1997
741,742,35,M,student,742,14,5,1994
742,743,31,M,programmer,743,269,4,1997
743,744,35,M,marketing,744,156,4,1992
744,745,42,M,writer,745,603,4,1954
745,746,25,M,engineer,746,566,4,1994
746,747,19,M,other,747,525,5,1946
747,748,28,M,administrator,748,175,5,1985
748,749,33,M,other,749,1188,3,1990
749,750,28,M,administrator,750,338,3,1997
750,751,24,F,other,751,50,5,1977
751,752,60,M,retired,752,589,4,1969
752,753,56,M,salesman,753,185,3,1960
753,754,59,F,librarian,754,276,5,1995
754,755,44,F,educator,755,319,3,1996
755,756,30,F,none,756,930,3,1996
756,757,26,M,student,757,151,4,1971
757,758,27,M,student,758,293,3,1997
758,759,20,F,student,759,323,4,1997
759,760,35,F,other,760,1037,5,1982
760,761,17,M,student,761,222,4,1996
761,762,32,M,administrator,762,749,1,1997
762,763,27,M,scientist,763,174,4,1981
763,764,27,F,educator,764,282,4,1996
764,765,31,M,student,765,50,2,1977
765,766,42,M,other,766,217,4,1992
766,767,70,M,engineer,767,177,5,1966
767,768,29,M,administrator,768,315,3,1998
768,769,39,M,executive,769,473,3,1996
769,770,28,M,student,770,331,3,1997
770,771,26,M,student,771,79,1,1993
771,772,50,M,writer,772,272,5,1997
772,773,20,M,student,773,343,1,1997
773,774,30,M,student,774,1091,1,1977
774,775,46,M,executive,775,269,4,1997
775,776,30,M,librarian,776,1172,2,1939
776,777,63,M,programmer,777,100,1,1997
777,778,34,M,student,778,441,3,1979
778,779,31,M,student,779,50,5,1977
779,780,49,M,programmer,780,705,5,1952
780,781,20,M,student,781,1500,5,1996
781,782,21,F,artist,782,302,3,1997
782,783,30,M,marketing,783,345,4,1997
783,784,47,M,administrator,784,340,3,1997
784,785,32,M,engineer,785,748,3,1997
785,786,36,F,engineer,786,501,4,1941
786,787,18,F,student,787,311,4,1997
787,788,51,M,administrator,788,601,4,1943
788,789,29,M,other,789,111,3,1996
789,790,27,M,technician,790,1188,3,1990
790,791,31,M,educator,791,331,1,1997
791,792,40,M,programmer,792,111,3,1996
792,793,22,M,student,793,1,4,1995
793,794,32,M,educator,794,109,4,1996
794,795,30,M,programmer,795,407,3,1996
795,796,32,F,writer,796,747,4,1993
796,797,44,F,other,797,257,5,1997
797,798,40,F,writer,798,1425,4,1994
798,799,49,F,administrator,799,319,4,1996
799,800,25,M,programmer,800,257,4,1997
800,801,22,M,writer,801,358,4,1997
801,802,35,M,administrator,802,440,3,1982
802,803,70,M,administrator,803,305,5,1997
803,804,39,M,educator,804,474,4,1963
804,805,27,F,other,805,154,5,1979
805,806,27,M,marketing,806,117,2,1996
806,807,41,F,healthcare,807,172,5,1980
807,808,45,M,salesman,808,332,4,1997
808,809,50,F,marketing,809,272,5,1997
809,810,55,F,other,810,304,4,1996
810,811,40,F,educator,811,690,5,1997
811,812,22,M,technician,812,245,2,1997
812,813,14,F,student,813,893,3,1997
813,814,30,M,other,814,665,4,1992
814,815,32,M,other,815,318,5,1993
815,816,34,M,other,816,300,4,1997
816,817,19,M,student,817,121,3,1996
817,818,28,M,librarian,818,346,4,1997
818,819,59,M,administrator,819,1537,5,1997
819,820,22,M,student,820,347,4,1998
820,821,37,M,engineer,821,132,5,1939
821,822,29,F,librarian,822,95,4,1992
822,823,27,M,artist,823,173,5,1987
823,824,31,M,other,824,322,4,1997
824,825,44,M,engineer,825,20,2,1995
825,826,28,M,artist,826,627,4,1991
826,827,23,F,engineer,827,332,3,1997
827,828,28,M,librarian,828,737,1,1994
828,829,48,M,writer,829,855,4,1981
829,830,46,M,programmer,830,95,3,1992
830,831,21,M,other,831,877,2,1997
831,832,24,M,technician,832,681,2,1997
832,833,34,M,writer,833,50,2,1977
833,834,26,M,other,834,258,4,1997
834,835,44,F,executive,835,357,5,1975
835,836,44,M,artist,836,258,4,1997
836,837,36,F,artist,837,628,3,1996
837,838,23,M,student,838,181,5,1997
838,839,38,F,entertainment,839,1245,4,1997
839,840,39,M,artist,840,644,4,1988
840,841,45,M,doctor,841,751,3,1997
841,842,40,M,writer,842,340,5,1997
842,843,35,M,librarian,843,215,2,1989
843,844,22,M,engineer,844,69,5,1994
844,845,64,M,doctor,845,900,3,1997
845,846,27,M,lawyer,846,549,4,1995
846,847,29,M,student,847,480,3,1959
847,848,46,M,engineer,848,517,5,1979
848,849,15,F,student,849,15,5,1996
849,850,34,M,technician,850,88,5,1993
850,851,18,M,other,851,71,4,1994
851,852,46,M,administrator,852,181,4,1997
852,853,49,M,writer,853,307,1,1997
853,854,29,F,student,854,20,2,1995
854,855,53,M,librarian,855,638,4,1982
855,856,43,F,marketing,856,294,4,1997
856,857,35,F,administrator,857,300,3,1997
857,858,63,M,educator,858,307,3,1997
858,859,18,F,other,859,118,3,1996
859,860,70,F,retired,860,333,3,1997
860,861,38,F,student,861,475,3,1996
861,862,25,M,executive,862,7,5,1995
862,863,17,M,student,863,750,4,1997
863,864,27,M,programmer,864,1210,2,1995
864,865,25,M,artist,865,763,1,1996
865,866,45,M,other,866,344,2,1997
866,867,24,M,scientist,867,273,3,1995
867,868,21,M,programmer,868,1240,5,1996
868,869,30,M,student,869,276,4,1995
869,870,22,M,student,870,641,4,1957
870,871,31,M,executive,871,300,4,1997
871,872,19,F,student,872,284,3,1996
872,873,48,F,administrator,873,300,4,1997
873,874,36,M,scientist,874,346,3,1997
874,875,24,F,student,875,357,5,1975
875,876,41,M,other,876,276,4,1995
876,877,30,M,other,877,557,4,1994
877,878,50,F,educator,878,71,4,1994
878,879,33,F,administrator,879,117,4,1996
879,880,13,M,student,880,232,4,1988
880,881,39,M,marketing,881,194,3,1973
881,882,35,M,engineer,882,969,5,1968
882,883,49,M,librarian,883,195,5,1984
883,884,44,M,engineer,884,949,2,1995
884,885,30,F,other,885,451,2,1978
885,886,20,M,student,886,201,3,1987
886,887,14,F,student,887,1035,5,1993
887,888,41,M,scientist,888,280,3,1996
888,889,24,M,technician,889,575,3,1994
889,890,32,M,student,890,516,2,1983
890,891,51,F,administrator,891,756,4,1995
891,892,36,M,other,892,222,4,1996
892,893,25,M,student,893,815,3,1996
893,894,47,M,educator,894,1023,3,1997
894,895,31,F,librarian,895,283,4,1996
895,896,28,M,writer,896,692,4,1995
896,897,30,M,other,897,82,5,1993
897,898,23,M,homemaker,898,313,4,1997
898,899,32,M,other,899,151,2,1971
899,900,60,M,retired,900,325,1,1997
900,901,38,M,executive,901,111,3,1996
901,902,45,F,artist,902,298,2,1997
902,903,28,M,educator,903,23,5,1996
903,904,17,F,student,904,553,3,1995
904,905,27,M,other,905,471,4,1996
905,906,45,M,librarian,906,286,5,1996
906,907,25,F,other,907,1244,5,1997
907,908,44,F,librarian,908,96,4,1991
908,909,50,F,educator,909,531,4,1996
909,910,28,M,healthcare,910,137,3,1996
910,911,37,F,writer,911,153,5,1988
911,912,51,M,other,912,418,4,1950
912,913,27,M,student,913,475,4,1996
913,914,44,F,other,914,111,1,1996
914,915,50,M,entertainment,915,347,5,1998
915,916,27,M,engineer,916,5,3,1995
916,917,22,F,student,917,535,4,1997
917,918,40,M,scientist,918,166,4,1986
918,919,25,M,other,919,343,4,1997
919,920,30,F,artist,920,350,4,1998
920,921,20,F,student,921,560,2,1995
921,922,29,F,administrator,922,202,5,1993
922,923,21,M,student,923,294,4,1997
923,924,29,M,other,924,134,4,1941
924,925,18,F,salesman,925,447,4,1976
925,926,49,M,entertainment,926,258,4,1997
926,927,23,M,programmer,927,1,5,1995
927,928,21,M,student,928,878,5,1997
928,929,44,M,scientist,929,144,3,1988
929,930,28,F,scientist,930,176,3,1986
930,931,60,M,educator,931,312,4,1997
931,932,58,M,educator,932,481,4,1960
932,933,28,M,student,933,734,2,1993
933,934,61,M,engineer,934,89,5,1982
934,935,42,M,doctor,935,405,4,1996
935,936,24,M,other,936,904,5,1997
936,937,48,M,educator,937,286,4,1996
937,938,38,F,technician,938,596,5,1996
938,939,26,F,student,939,298,5,1997
939,940,32,M,administrator,940,89,4,1982
940,941,20,M,student,941,993,4,1997
941,942,48,F,librarian,942,892,3,1997
942,943,22,M,student,943,215,5,1989
